음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
동신참치 공덕점,일식,3.3663697,서울 마포구 공덕동 462,스타벅스 아현역점,서울 서대문구 북아현동 1015,3.7411656,추계예술대학교 콘서트홀,서울 서대문구 북아현동 190-1,용마루길,서울 용산구 용문동 36-17,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
신성각,중식,3.5411124,서울 마포구 신공덕동 2-463,메가MGC커피 서울만리점,서울 중구 만리동2가 273,3.7411656,스페이스간,서울 마포구 염리동 147-2,용마루길,서울 용산구 용문동 36-17,라마다호텔앤스위트 서울남대문,호텔,3.6920824,서울 중구 순화동 151
몽중헌 공덕점,중식,3.5411124,서울 마포구 도화동 25-13,아이엠베이글 공덕점,서울 마포구 공덕동 476,3.7411659,서소문성지역사박물관,서울 중구 의주로2가 16-4,마포전골목,서울 마포구 공덕동,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
이요이요스시 공덕1호점,일식,3.3663697,서울 마포구 공덕동 469,투썸플레이스 공덕풍림빌딩점,서울 마포구 공덕동 404,3.7411656,고촌홀,서울 서대문구 충정로3가 368-2,신촌대학탐방나들길,서울 서대문구 대현동,로이넷호텔 서울마포,호텔,3.6920824,서울 마포구 도화동 573
몽중헌 공덕점,중식,3.5411124,서울 마포구 도화동 25-13,스타벅스 아현역대로점,서울 마포구 아현동 330-5,3.7411656,문화역서울284,서울 중구 봉래동2가 122-28,이대앞사주카페거리,서울 서대문구 대현동,K그랜드호텔 서울,호텔,3.6920824,서울 용산구 동자동 43-59
몽중헌 공덕점,중식,3.5411124,서울 마포구 도화동 25-13,스타벅스 마포염리점,서울 마포구 염리동 168-9,3.7411656,행복한예술재단 행복한홀,서울 마포구 대흥동 32-18,도화동상점가,서울 마포구 도화동 179-5,필스테이 이화부띠끄점,게스트하우스,1.9645674,서울 서대문구 대현동 56-126
탑클라우드23,양식,3.1337585,서울 마포구 공덕동 471,이디야커피 공덕점,서울 마포구 공덕동 249-25,3.7411656,모두예술극장,서울 서대문구 충정로3가 476,마포갈매기골목,서울 마포구 도화동 169-3,굿타임호텔,모텔,0.6287633,서울 서대문구 대현동 104-41
아현동간장게장,한식,3.733409,서울 마포구 아현동 282-1,이디야커피 공덕점,서울 마포구 공덕동 249-25,3.7411656,도킹서울,서울 중구 봉래동2가 122-11,신촌이대거리,서울 서대문구 창천동,서울가든호텔,호텔,3.6920824,서울 마포구 도화동 169-1
뚜띠쿠치나 공덕점,양식,3.1337585,서울 마포구 공덕동 249-36,후엘고,서울 마포구 염리동 128-8,3.7411659,서울일삼,서울 용산구 동자동 43-138,연세로,서울 서대문구 창천동,디케이하우스,게스트하우스,1.9645675,서울 서대문구 대현동 90-37
동신참치 공덕점,일식,3.3663697,서울 마포구 공덕동 462,스테이웰카페,서울 마포구 공덕동 476,3.7411656,그라운드시소 센트럴,서울 중구 남대문로5가 831,노고산,서울 마포구 대흥동 산 1-30,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
,,,,요거트아이스크림의정석 공덕점,서울 마포구 공덕동 462,3.7411656,가톨릭 성음악아카데미 최양업홀,서울 중구 중림동 149-83,신촌대학탐방나들길,서울 서대문구 대현동,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
마포왕족발,한식,3.733409,서울 마포구 공덕동 256-10,후엘고,서울 마포구 염리동 128-8,3.7411659,마포아트센터 플레이맥,서울 마포구 대흥동 30-3,도화동상점가,서울 마포구 도화동 179-5,신촌월호텔,모텔,0.6287633,서울 서대문구 대현동 104-15
락희옥 마포본점,한식,3.733409,서울 마포구 공덕동 478,굴레방커피,서울 마포구 아현동 332-7,3.7411656,서소문성지역사박물관,서울 중구 의주로2가 16-4,서울명예도로 프랑스로,서울 서대문구 충정로3가 465,필스테이 이화부띠끄점,게스트하우스,1.9645674,서울 서대문구 대현동 56-126
37.5익스프레스 마포공덕점,양식,3.1337585,서울 마포구 공덕동 175-139,이디야커피 애오개역점,서울 마포구 아현동 733,3.7411656,마포아트센터 아트홀맥,서울 마포구 대흥동 30-3,마포전골목,서울 마포구 공덕동,로이넷호텔 서울마포,호텔,3.6920824,서울 마포구 도화동 573
신성각,중식,3.5411124,서울 마포구 신공덕동 2-463,메가MGC커피 서울만리점,서울 중구 만리동2가 273,3.7411656,스페이스간,서울 마포구 염리동 147-2,마포음식문화거리,서울 마포구 용강동 45-15,소라모텔,모텔,0.6287633,서울 서대문구 대현동 101-15
동신참치 공덕점,일식,3.3663697,서울 마포구 공덕동 462,디저트39 북아현점,서울 서대문구 북아현동 154-5,3.7411656,이화여자대학교 삼성홀,서울 서대문구 대현동 11-1,마포갈매기골목,서울 마포구 도화동 169-3,신라스테이 서대문,호텔,3.6920824,서울 서대문구 미근동 333
신성각,중식,3.5411124,서울 마포구 신공덕동 2-463,코너50,서울 마포구 공덕동 117-5,3.7411656,DGT아트센터,서울 마포구 염리동 172-15,삼거리꽃길,서울 서대문구 대현동,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
뚜띠쿠치나 공덕점,양식,3.1337585,서울 마포구 공덕동 249-36,카페겟앤쇼 공덕점,서울 마포구 도화동 572,3.7411659,문화역서울284,서울 중구 봉래동2가 122-28,용마루길,서울 용산구 용문동 36-17,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
동신참치 공덕점,일식,3.3663697,서울 마포구 공덕동 462,스트레토,서울 마포구 공덕동 242-44,3.7411656,히든플레이스,서울 서대문구 대현동 53-10,노고산,서울 마포구 대흥동 산 1-30,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
탑클라우드23,양식,3.1337585,서울 마포구 공덕동 471,굴레방커피,서울 마포구 아현동 332-7,3.7411656,손기정기념관,서울 중구 만리동2가 6-1,신촌이대거리,서울 서대문구 창천동,필스테이 이화부띠끄점,게스트하우스,1.9645674,서울 서대문구 대현동 56-126
동신참치 공덕점,일식,3.3663697,서울 마포구 공덕동 462,비파티세리 공덕점,서울 마포구 공덕동 105-67,3.7411656,문화역서울284,서울 중구 봉래동2가 122-28,염천교수제화거리,서울 중구 의주로2가 61-23,랑호텔,모텔,0.6287633,서울 중구 중림동 128-40
이요이요스시 공덕1호점,일식,3.3663697,서울 마포구 공덕동 469,디저트39 북아현점,서울 서대문구 북아현동 154-5,3.7411656,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,마포음식문화거리,서울 마포구 용강동 45-15,디케이하우스,게스트하우스,1.9645675,서울 서대문구 대현동 90-37
원조신촌설렁탕,한식,3.733409,서울 마포구 공덕동 119-45,스트레토,서울 마포구 공덕동 242-44,3.7411656,아트스페이스 라프,서울 서대문구 북아현동 177-1,마포전골목,서울 마포구 공덕동,소라모텔,모텔,0.6287633,서울 서대문구 대현동 101-15
마포소문난원조족발,한식,3.733409,서울 마포구 공덕동 256-11,카페겟앤쇼 공덕점,서울 마포구 도화동 572,3.7411659,이화여자대학교 삼성홀,서울 서대문구 대현동 11-1,마포음식문화거리,서울 마포구 용강동 45-15,랑호텔,모텔,0.6287633,서울 중구 중림동 128-40
뚜띠쿠치나 공덕점,양식,3.1337585,서울 마포구 공덕동 249-36,할리스 공덕점,서울 마포구 공덕동 462,3.7411656,마포문화원,서울 마포구 신공덕동 158,신촌이대거리,서울 서대문구 창천동,소라모텔,모텔,0.6287633,서울 서대문구 대현동 101-15
명인등심 마포공덕 직영점,한식,3.733409,서울 마포구 공덕동 252-5,디저트39 북아현점,서울 서대문구 북아현동 154-5,3.7411656,숙명여자대학교 박물관,서울 용산구 청파동2가 144,신촌대학탐방나들길,서울 서대문구 대현동,디케이하우스,게스트하우스,1.9645675,서울 서대문구 대현동 90-37
마포양지설렁탕,한식,3.733409,서울 마포구 도화동 181-39,후엘고,서울 마포구 염리동 128-8,3.7411659,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,용마루길,서울 용산구 용문동 36-17,K그랜드호텔 서울,호텔,3.6920824,서울 용산구 동자동 43-59
,,,,굴레방커피,서울 마포구 아현동 332-7,3.7411656,모두예술극장,서울 서대문구 충정로3가 476,용강상점가,서울 마포구 용강동 40-5,필스테이 이화부띠끄점,게스트하우스,1.9645674,서울 서대문구 대현동 56-126
뚜띠쿠치나 공덕점,양식,3.1337585,서울 마포구 공덕동 249-36,스튜디오123,서울 마포구 아현동 424-23,3.7411656,DGT아트센터,서울 마포구 염리동 172-15,열정도,서울 용산구 원효로1가 44-11,신촌월호텔,모텔,0.6287633,서울 서대문구 대현동 104-15
37.5익스프레스 마포공덕점,양식,3.1337585,서울 마포구 공덕동 175-139,카페 피에노,서울 서대문구 북아현동 1000-1,3.7411656,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,연세대학교 백양로,서울 서대문구 신촌동 134,서울가든호텔,호텔,3.6920824,서울 마포구 도화동 169-1
원조신촌설렁탕,한식,3.733409,서울 마포구 공덕동 119-45,푸링,서울 마포구 아현동 699,3.7411656,동자아트홀,서울 용산구 동자동 45,서울명예도로 순헌황귀비길,서울 용산구 청파동2가 54-1,신촌월호텔,모텔,0.6287633,서울 서대문구 대현동 104-15
