음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
스시린,일식,3.3447227,서울 마포구 성산동 590-5,팬케이크샵커피,서울 마포구 상암동 2-194,3.7565913,YTN뉴스퀘어 YTN공개홀,서울 마포구 상암동 1607,임영웅숲,서울 마포구 상암동 482-429,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
서노스시,일식,3.3447227,서울 마포구 성산동 278-22,디퓨즈,서울 마포구 망원동 479-53,3.7565908,문화비축기지 공연장,서울 마포구 성산동 670,성산,서울 마포구 성산동,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
스시린,일식,3.3447227,서울 마포구 성산동 590-5,팬케이크샵커피,서울 마포구 상암동 2-194,3.7565913,이행성극장,서울 마포구 망원동 57-369,매봉산,서울 마포구 성산동 산 53-7,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
,,,,쇼트 서울,서울 마포구 상암동 23-5,3.7565913,은평문화원,서울 은평구 수색동 417-5,난지도길,서울 마포구 성산동,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
군산찜,한식,3.768805,서울 마포구 성산동 200-316,오늘의위로,서울 마포구 망원동 467-18,3.7565913,제일라아트홀,서울 마포구 상암동 30-2,망리단길,서울 마포구 망원동,수정장여관,모텔,0.60531545,서울 은평구 수색동 106-1
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,탐스커버리 DMC탐스커버리점,서울 은평구 증산동 223-13,3.7565913,홀로그램전시관,서울 마포구 상암동 1606,정용화숲,서울 마포구 상암동 1535,온천장여관,모텔,0.60531545,서울 은평구 수색동 378-1
당가원,중식,3.5338192,서울 마포구 성산동 200-38,이디야커피 마포성산시영점,서울 마포구 성산동 150-7,3.7565913,YTN뉴스퀘어 YTN공개홀,서울 마포구 상암동 1607,문빈 숲 2호,서울 마포구 상암동 482-233,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
마야콩짜장,중식,3.5338192,서울 마포구 성산동 152-1,어로드커피,서울 마포구 상암동 2-187,3.7565913,문화비축기지 공연장,서울 마포구 성산동 670,반홍산,서울 은평구 증산동 산 14,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
옥자회관,일식,3.3447227,서울 마포구 상암동 2-29,82년생김민경X카페르세,서울 마포구 상암동 1615,3.7565913,전쟁과여성인권박물관,서울 마포구 성산동 39-13,망리단길,서울 마포구 망원동,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
김영섭초밥,일식,3.3447227,서울 마포구 상암동 42-20,먼스스컬프쳐,서울 마포구 성산동 277-16,3.7565913,WWWSPACE,서울 마포구 망원동 404-32,난지도길,서울 마포구 성산동,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
성산왕갈비,한식,3.768805,서울 마포구 성산동 446,셀렉토커피 마포구청역점,서울 마포구 성산동 590-4,3.7565913,망원동수장고 소통,서울 마포구 망원동 432-3,브라이트룸,서울 마포구 망원동 422-4,수정장여관,모텔,0.60531545,서울 은평구 수색동 106-1
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,82년생김민경X카페르세,서울 마포구 상암동 1615,3.7565913,YTN뉴스퀘어 YTN공개홀,서울 마포구 상암동 1607,마포난지생명길,서울 마포구 상암동,앨비어러스,호텔,3.727446,서울 마포구 망원동 405-27
초한초마,중식,3.5338192,서울 마포구 망원동 471-27,컴포즈커피 마포성산시영점,서울 마포구 성산동 151-6,3.7565913,중소기업역사관,서울 마포구 상암동 1622,망봉산,서울 마포구 상암동 1763,성미모텔,모텔,0.60531545,서울 마포구 성산동 252-4
,,,,먼스스컬프쳐,서울 마포구 성산동 277-16,3.7565913,제일라아트홀,서울 마포구 상암동 30-2,서함숲,서울 마포구 상암동 487-108,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,셀렉토커피 마포구청역점,서울 마포구 성산동 590-4,3.7565913,한국영화박물관,서울 마포구 상암동 1602,성산,서울 마포구 성산동,온천장여관,모텔,0.60531545,서울 은평구 수색동 378-1
아리산채,중식,3.5338192,서울 은평구 증산동 223-28,카페모임 1호점,서울 마포구 상암동 11-5,3.7565913,문화비축기지 공연장,서울 마포구 성산동 670,평화의공원 난지연못,서울 마포구 성산동,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
상암해물,한식,3.768805,서울 마포구 상암동 1497,82년생김민경X카페르세,서울 마포구 상암동 1615,3.7565913,전시장,서울 마포구 연남동 487-342,투모로우바이투게더숲,서울 마포구 상암동 482-220,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
아리산채,중식,3.5338192,서울 은평구 증산동 223-28,매머드익스프레스 마포구청점,서울 마포구 성산동 590-5,3.7565913,이행성극장,서울 마포구 망원동 57-369,반홍산,서울 은평구 증산동 산 14,수정장여관,모텔,0.60531545,서울 은평구 수색동 106-1
서노스시,일식,3.3447227,서울 마포구 성산동 278-22,커피앤스쿱,서울 마포구 성산동 593-1,3.7565913,서울월드컵경기장 야외공연장,서울 마포구 성산동 513-7,브라이트룸,서울 마포구 망원동 422-4,성미모텔,모텔,0.60531545,서울 마포구 성산동 252-4
김영섭초밥,일식,3.3447227,서울 마포구 상암동 42-20,이디야커피 마포구청점,서울 마포구 성산동 591-4,3.7565913,중소기업역사관,서울 마포구 상암동 1622,문빈 숲 3호,서울 마포구 상암동 482-220,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
서노스시,일식,3.3447227,서울 마포구 성산동 278-22,셀렉토커피 마포구청역점,서울 마포구 성산동 590-4,3.7565913,홀로그램전시관,서울 마포구 상암동 1606,망리단길,서울 마포구 망원동,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
초한초마,중식,3.5338192,서울 마포구 망원동 471-27,그릭팜 디엠씨,서울 마포구 중동 82-10,3.7565913,제일라아트홀,서울 마포구 상암동 30-2,성산,서울 마포구 성산동,스탠포드호텔 서울,호텔,3.727446,서울 마포구 상암동 1587
당가원,중식,3.5338192,서울 마포구 성산동 200-38,디퓨즈,서울 마포구 망원동 479-53,3.7565908,어거스트 엘리오,서울 마포구 망원동 409-41,정용화숲,서울 마포구 상암동 1535,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
김경자대구왕뽈찜 상암점,한식,3.768805,서울 마포구 성산동 533-1,이디야커피 마포구청점,서울 마포구 성산동 591-4,3.7565913,성미산마을극장,서울 마포구 성산동 249-10,서울둘레길 15코스 복원된 자연길,서울 마포구 상암동 482-49,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
,,,,매머드익스프레스 마포구청점,서울 마포구 성산동 590-5,3.7565913,DMC홍보관,서울 마포구 상암동 1612,세븐틴숲,서울 마포구 상암동 481-34,수정장여관,모텔,0.60531545,서울 은평구 수색동 106-1
,,,,카페 고잉홈,서울 마포구 망원동 468-17,3.7565913,서울시립 난지미술창작스튜디오,서울 마포구 상암동 481-6,문빈 숲 3호,서울 마포구 상암동 482-220,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
,,,,세라젬웰카페 상암DMC점,서울 마포구 상암동 34-35,3.7565913,풋볼팬타지움,서울 마포구 성산동 516,방탄소년단 2호숲,서울 마포구 상암동 482-222,스탠포드호텔 서울,호텔,3.727446,서울 마포구 상암동 1587
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,오늘의위로,서울 마포구 망원동 467-18,3.7565913,홀로그램전시관,서울 마포구 상암동 1606,윤아숲,서울 마포구 상암동,앨비어러스,호텔,3.727446,서울 마포구 망원동 405-27
,,,,먼스스컬프쳐,서울 마포구 성산동 277-16,3.7565913,서울시립 난지미술창작스튜디오,서울 마포구 상암동 481-6,방탄소년단 2호숲,서울 마포구 상암동 482-222,수정장여관,모텔,0.60531545,서울 은평구 수색동 106-1
일미락 상암점,한식,3.768805,서울 마포구 상암동 1493,8짱커피,서울 마포구 성산동 592,3.7565913,전시장,서울 마포구 연남동 487-342,문빈 숲 2호,서울 마포구 상암동 482-233,앨비어러스,호텔,3.727446,서울 마포구 망원동 405-27
서노스시,일식,3.3447227,서울 마포구 성산동 278-22,하이오커피 마포구청점,서울 마포구 성산동 593-7,3.7565913,YTN뉴스퀘어 YTN공개홀,서울 마포구 상암동 1607,문빈 숲 1호,서울 마포구 상암동 482-233,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
