음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
,,,,에이투지카페,서울 서대문구 창천동 13-14,3.6858723,복합문화공간 몽향,서울 서대문구 창천동 62-11,홍대걷고싶은거리,서울 마포구 서교동 348-40,바론드호텔,모텔,0.69906217,서울 서대문구 창천동 29-11
,,,,스타벅스 서강대점,서울 마포구 신수동 63-14,3.6858723,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,아현동전골목,서울 마포구 아현동,준게스트하우스,게스트하우스,1.8757547,서울 마포구 서교동 335-36
스아게K,일식,3.4015756,서울 마포구 서교동 334-23,스타벅스 신촌명물거리점,서울 서대문구 창천동 13-19,3.6858723,복합문화공간 몽향,서울 서대문구 창천동 62-11,석진숲,서울 영등포구 여의도동 85-6,호텔모모,모텔,0.69906217,서울 서대문구 창천동 20-38
,,,,스타벅스 신촌점,서울 서대문구 창천동 18-55,3.6858723,뮤직쇼웨딩,서울 마포구 서교동 357-4,홍대클럽거리,서울 마포구 서교동 361-12,신촌시스터즈호스텔,게스트하우스,1.8757547,서울 마포구 노고산동 106-105
소신이쏘,한식,3.6435938,서울 서대문구 창천동 57-39,커피빈 신촌점,서울 서대문구 창천동 18-29,3.6858723,복합문화공간 몽향,서울 서대문구 창천동 62-11,아현동전골목,서울 마포구 아현동,호텔밀하우스,호텔,3.6051664,서울 서대문구 창천동 29-56
부탄츄 신촌점,일식,3.4015756,서울 서대문구 창천동 62-10,앤디스커피,서울 마포구 서교동 330-19,3.6858723,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,이대앞사주카페거리,서울 서대문구 대현동,신촌시스터즈호스텔,게스트하우스,1.8757547,서울 마포구 노고산동 106-105
복성각,중식,3.539497,서울 서대문구 창천동 31-8,비로소커피,서울 마포구 신수동 85-19,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,신촌이대거리,서울 서대문구 창천동,신촌시스터즈호스텔,게스트하우스,1.8757547,서울 마포구 노고산동 106-105
수저가,중식,3.539497,서울 마포구 신수동 89-10,스타벅스 서강대점,서울 마포구 신수동 63-14,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,연세대학교 백양로,서울 서대문구 신촌동 134,호텔모모,모텔,0.69906217,서울 서대문구 창천동 20-38
가화만사성,중식,3.539497,서울 서대문구 창천동 57-8,클로리스 신촌점,서울 서대문구 창천동 13-35,3.6858723,복합문화공간 몽향,서울 서대문구 창천동 62-11,연세대학교 백양로,서울 서대문구 신촌동 134,성도모텔,모텔,0.69906217,서울 마포구 노고산동 106-77
피자몰 신촌점,양식,3.209776,서울 마포구 노고산동 57-1,독수리다방,서울 서대문구 창천동 31-4,3.6858723,(주)복합문화공간사이,서울 마포구 서교동 377-20,여의서로,서울 영등포구 여의도동,신촌시스터즈호스텔,게스트하우스,1.8757547,서울 마포구 노고산동 106-105
,,,,러빈허플라워&갤러리카페,서울 마포구 동교동 177-12,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,소금길,서울 마포구 염리동 9-245,신라스테이 마포,호텔,3.6051664,서울 마포구 도화동 570
아저씨네낙지찜 신촌점,한식,3.6435938,서울 서대문구 창천동 72-29,스타벅스 신촌명물거리점,서울 서대문구 창천동 13-19,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,빚다도예공방 홍대점,서울 마포구 상수동 329-6,넘버25호텔 신촌점,모텔,0.69906217,서울 마포구 노고산동 106-10
니즈버거 신촌점,양식,3.209776,서울 마포구 창전동 2-48,아메노히커피점,서울 마포구 동교동 184-12,3.6858723,뮤직쇼웨딩,서울 마포구 서교동 357-4,합마르뜨,서울 마포구 합정동 404,호텔제이드,모텔,0.69906217,서울 서대문구 창천동 29-49
,,,,밀로커피로스터스,서울 마포구 동교동 170-32,3.6858723,(주)복합문화공간사이,서울 마포구 서교동 377-20,안산,서울 서대문구 봉원동 산 1,준게스트하우스,게스트하우스,1.8757547,서울 마포구 서교동 335-36
아저씨네낙지찜 신촌점,한식,3.6435938,서울 서대문구 창천동 72-29,커피크레페 본점,서울 서대문구 창천동 30-10,3.6858723,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,망원 초록길,서울 마포구 망원동 218-7,준게스트하우스,게스트하우스,1.8757547,서울 마포구 서교동 335-36
수저가,중식,3.539497,서울 마포구 신수동 89-10,밀로커피로스터스,서울 마포구 동교동 170-32,3.6858723,(주)복합문화공간사이,서울 마포구 서교동 377-20,연세대학교 백양로,서울 서대문구 신촌동 134,호텔가을,모텔,0.69906217,서울 서대문구 창천동 29-41
,,,,스타벅스 서강대점,서울 마포구 신수동 63-14,3.6858723,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,빚다도예공방 홍대점,서울 마포구 상수동 329-6,호텔제이드,모텔,0.69906217,서울 서대문구 창천동 29-49
부탄츄 신촌점,일식,3.4015756,서울 서대문구 창천동 62-10,스타벅스 서강대점,서울 마포구 신수동 63-14,3.6858723,뮤직쇼웨딩,서울 마포구 서교동 357-4,한강공원 해넘이전망대,서울 영등포구 여의도동 84-6,라이즈 오토그래프 컬렉션,호텔,3.6051664,서울 마포구 서교동 354-5
꼬숑돈까스,일식,3.4015756,서울 서대문구 창천동 31-26,스타벅스 서강대점,서울 마포구 신수동 63-14,3.6858723,복합문화공간 몽향,서울 서대문구 창천동 62-11,홍대클럽거리,서울 마포구 서교동 361-12,신촌월호텔,모텔,0.69906217,서울 서대문구 대현동 104-15
복성각,중식,3.539497,서울 서대문구 창천동 31-8,카페공명 연남점,서울 마포구 동교동 146-8,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,노고산,서울 마포구 대흥동 산 1-30,호텔 나루 서울 엠갤러리,호텔,3.6051664,서울 마포구 마포동 450
끼로끼로부엉이 본점,한식,3.6435938,서울 마포구 노고산동 54-3,아우어베이커리 신촌숲길점,서울 마포구 노고산동 56-74,3.6858723,(주)복합문화공간사이,서울 마포구 서교동 377-20,석진숲,서울 영등포구 여의도동 85-6,호텔가을,모텔,0.69906217,서울 서대문구 창천동 29-41
기꾸스시,일식,3.4015756,서울 서대문구 창천동 72-23,써밋컬쳐 신촌점,서울 마포구 노고산동 56-15,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,망원 초록길,서울 마포구 망원동 218-7,신촌시스터즈호스텔,게스트하우스,1.8757547,서울 마포구 노고산동 106-105
,,,,아비아채 서울홍대점,서울 마포구 동교동 177-24,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,홍대예술의거리,서울 마포구 서교동,준게스트하우스,게스트하우스,1.8757547,서울 마포구 서교동 335-36
라구식당,양식,3.209776,서울 서대문구 창천동 2-44,아메노히커피점,서울 마포구 동교동 184-12,3.6858723,(주)복합문화공간사이,서울 마포구 서교동 377-20,연세대학교 백양로,서울 서대문구 신촌동 134,준게스트하우스,게스트하우스,1.8757547,서울 마포구 서교동 335-36
꼬숑돈까스,일식,3.4015756,서울 서대문구 창천동 31-26,커피빈 신촌점,서울 서대문구 창천동 18-29,3.6858723,뮤직쇼웨딩,서울 마포구 서교동 357-4,샤이니숲,서울 영등포구 여의도동 82-9,신촌시스터즈호스텔,게스트하우스,1.8757547,서울 마포구 노고산동 106-105
수저가,중식,3.539497,서울 마포구 신수동 89-10,나비카페,서울 마포구 노고산동 31-208,3.6858723,뮤직쇼웨딩,서울 마포구 서교동 357-4,홍대축제거리,서울 마포구 서교동 365-28,준게스트하우스,게스트하우스,1.8757547,서울 마포구 서교동 335-36
,,,,나비카페,서울 마포구 노고산동 31-208,3.6858723,뮤직쇼웨딩,서울 마포구 서교동 357-4,마포음식문화거리,서울 마포구 용강동 45-15,성도모텔,모텔,0.69906217,서울 마포구 노고산동 106-77
