"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모"
"3130000","CDFE1230002015000001","20150316","","03","폐업","03","폐업","20210518","","","","02-323-8544","","","서울특별시 마포구 서교동 372-9 지하1층 ","서울특별시 마포구 잔다리로6길 5, 지하1층 (서교동)","04038","REDBIG SPACE","2021-05-18 17:55:25","U","2021-05-20 02:40:00.0","","192811.260139617    ","449989.00966755     ","공연장","공연장","일반주거지역","6","","","","근린생활시설","4","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002015000002","20150701","","01","영업/정상","13","영업중","","","","","02-6383-1003","","","서울특별시 마포구 서교동 364-31번지 석전빌딩 지하1층 ","서울특별시 마포구 와우산로21길 29, 지하1층 (서교동, 석전빌딩)","04041","윤형빈 소극장","2015-08-04 15:43:29","I","2018-08-31 23:59:59.0","","193070.031498237    ","449992.775315167    ","공연장","공연장","","7","","","","근린생활시설","6","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002015000003","20151021","","01","영업/정상","13","영업중","","","","","02-766-7779","","","서울특별시 마포구 서교동 338-10 지하3층 ","서울특별시 마포구 와우산로25길 6, 지하3층 (서교동)","04054","웨스트브릿지 라이브홀","2021-09-10 12:31:53","U","2021-09-12 02:40:00.0","","193405.100217516    ","450156.175209785    ","공연장","공연장","","9","","","","근린생활시설","5","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3130000","CDFE1230002015000004","2015-12-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 358-121 철록헌","서울특별시 마포구 와우산로21길 20-11, 지하층 (서교동)","04040","띠아트","2023-02-03 17:14:19","U","2022-12-02 00:05:00.0","","193101.742283876","450067.456229513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002016000001","20161013","","03","폐업","03","폐업","20180402","","","","02-780-9767","","","서울특별시 마포구 서교동 360-19번지 지하1층 ","서울특별시 마포구 와우산로18길 16, 지하1층 (서교동)","04067","정태호 소극장 PLAY","2018-04-05 18:37:33","I","2018-08-31 23:59:59.0","","193204.898870632    ","449852.007649469    ","공연장","공연장","","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002017000001","20170518","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 망원동 384-23 지하1층 ","서울특별시 마포구 동교로 63, 지하1층 (망원동)","04018","클럽 샤프","2021-03-10 14:10:32","U","2021-03-12 02:40:00.0","","191910.919353346    ","450154.716484565    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002017000002","20171205","","01","영업/정상","13","영업중","","","","","02-376-8418","","","서울특별시 마포구 성산동 661","서울특별시 마포구 증산로 87, T2동 (성산동)","03914","문화비축기지 T2 공연장","2023-01-02 16:01:38","U","2022-12-01 00:04:00.0","","190592.127862501","452015.682923859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002018000001","20180615","","03","폐업","03","폐업","20210528","","","","02-323-6967","","","서울특별시 마포구 서교동 395-15 제우피스 ","서울특별시 마포구 잔다리로 31, 제우피스 지하1층 (서교동)","04043","JDBSQUARE","2021-05-28 18:10:58","U","2021-05-30 02:40:00.0","","192828.670748802    ","449886.49476413     ","공연장","공연장","","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002019000001","20190307","","01","영업/정상","13","영업중","","","","","02-716-5533","","","서울특별시 마포구 공덕동 31-1번지 YD레지던스 ","서울특별시 마포구 만리재로 123, YD레지던스 B103호 (공덕동)","04208","문화공간 너나들이","2019-07-18 10:16:13","U","2019-07-20 02:40:00.0","","196504.095392656    ","449848.162374003    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002019000002","20190312","","01","영업/정상","13","영업중","","","","","02-3280-8800","","","서울특별시 마포구 서교동 337-11 구름닮은 빌딩","서울특별시 마포구 와우산로29가길 15, 구름닮은 빌딩 (서교동)","04053","구름아래소극장","2022-04-20 09:37:23","U","2021-12-03 22:02:00.0","","193615.994369006","450215.595387008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002020000001","20200131","","01","영업/정상","13","영업중","","","","","02-705-8743","","","서울특별시 마포구 신수동 1-1 서강대학교","서울특별시 마포구 백범로 35, 서강대학교 (신수동)","04107","메리홀","2022-08-18 13:48:28","U","2021-12-07 22:00:00.0","","194564.277152493","449886.700377146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002020000002","2020-10-08","","03","폐업","03","폐업","2023-12-08","","","","","","","서울특별시 마포구 서교동 338-39 eG Plus 오피스텔","서울특별시 마포구 와우산로 117, eG Plus 오피스텔 지하1층 (서교동)","04054","별빛소극장","2023-12-08 14:56:15","U","2022-11-01 23:00:00.0","","193426.386341099","450153.498139891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002020000003","20201102","","01","영업/정상","13","영업중","","","","","02-2133-2543","","","서울특별시 마포구 서교동 494","서울특별시 마포구 양화로 72, 지하 1, 2층 (서교동)","04044","서교스퀘어","2022-03-30 17:32:09","U","2021-12-04 00:01:00.0","","192555.052010668","449861.955802692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002021000001","20210217","","01","영업/정상","13","영업중","","","","","02-335-1251","","","서울특별시 마포구 서교동 384-12 ","서울특별시 마포구 양화로11길 54, 지하1층 (서교동)","04035","라디오가가","2021-02-17 16:59:40","I","2021-02-19 00:23:01.0","","192316.339272926    ","450007.208715285    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002021000002","20210412","","01","영업/정상","13","영업중","","","","","070-8150-2979","","","서울특별시 마포구 서교동 395-152 ","서울특별시 마포구 양화로12길 6, 지하1층 (서교동)","04043","프리즘홀","2021-04-12 09:51:38","I","2021-04-14 00:22:57.0","","192640.977688405    ","449935.631575753    ","공연장","공연장","","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002021000003","20210623","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 노고산동 54-46 G.블레싱 ","서울특별시 마포구 신촌로14길 24, G 블레싱 지하1층 (노고산동)","04057","G 블레싱 소극장","2021-06-23 18:14:40","I","2021-06-25 00:22:54.0","","194039.464399301    ","450311.791515888    ","공연장","공연장","","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002021000004","20210729","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 염리동 172-15 ","서울특별시 마포구 독막로 308, 지하1층 (염리동)","04155","디지티(DGT) 컨텐츠공방","2021-07-29 10:55:14","I","2021-07-31 00:22:51.0","","195234.702073665    ","449043.724409846    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
